,Product,Count
553, /?t+hrr0dyzav5wphvk32fqn1zpvdga78vi0&c+lon%2apdd26012012,1
554,display.product*lon_4218*botasrasasemcamurcaverdesecoedetalhesdourados-luisonofre,3
555, novidade,1
556, /?gclid+cohe_56l6a0cfcentaodfqqk5g,1
557, orderonline*ljv_0459*link4,1
558, /?t+jlzeg3vutrmb6ps3axi8g46dp4rhegih&c+lon%2apdd27012012,1
559, /?gclid+co2sknv5vq0cfsfitaodmnpxaa,1
560, vileda,2
561, display.product*pls_0012*sandaliasdenoitesonhodediamantes-pretas,1
562,display.product*lon_4509*botacomstilettodouradoeaplicacoesdepeloeswarovski-luisonofre,2
563, order.subtotal*177*order.incrementid*1500000456,1
564, /sales/order/shipment/order_id/2629/,1
565, pica,1
566, pumps,5
567,display.product*lon_4508*mahoganybrownleatherboot-luisonofre,1
568, display.product*ljv_0502*quirky-plughub,1
569, display.product*sop_0007*sandaliasdecunhaemamarelo-soniapatricio,1
570, cart.addproduct*lon_4012*176.0000,2
571, 2213,1
572, 1055,1
573,display.product*lon_3204*sandaliasflatluisonofreempeleecristaisswarovski,1
574, /sam-legal,2
575, order.finalized*300001311*order.subtotal*372.50,1
576, /?gclid+clpx1kftyk0cfuimfaodrryziw,1
577, pddtitle*ljv_0464*link2,13
578, display.product*ljv_0352*lanternas/pilhas-faradayinductiontorch,1
579,pddtitle*ljv_0021*link2,7
580, display.product*lon_2001*luisonofredarkbrownleatherpeep-toepumps,1
581, display.product*ljv_0529*focoprojector1led12w12vc/ofertadetransformador220v,3
582, display.product*brx_0002*sapatosabotinadosemcamurcapreta-bronx,9
583, display.product*lon_2102*botasluisonofreempelecastanhocafe,9
584,botas,25
585,comdetectordemovimentos,2
586, display.product*lon_2126*botasluisonofreempeleela,1
587, display.product*lon_4007*pumpsempelecomaplicacaodefloremcristaisswarovski-luisonofre,53
588, divertimento,63
589, display.product*tlg_0045*brumavivificante,1
590, display.product*lon_7060*sandaliasluisonofreempelecinzacomdetalhesmetalicos,3
591, super-plataformas,2
592, pddtitle*ljv_0459*link2,14
593, display.product*muu_0094*cintoempeledevacatexturadarosavelhocombrilhantes,1
594, display.product*lon_1090*malaluisonofreempelecorperola,5
595, gps,1
596, /?gclid+ckqjgzn4vq0cfs9itaodttcf_a,1
597, orderonline*ljv_0048*link4,1
598, display.product*ljv_0256*conjuntodepokerdeluxe(300-500fichas)malaemaluminio,1
599, display.product*ljv_0082*miniradioipdioparainternetwireless?maisde10milestacoesdetodoomundo,1
600, cart.addproduct*ljv_0495*84.9000,1
601, /lon_en-offer,1
602, /?t+v949touagvhq4c56hoe1f1wbttm6oqoj&c+lon%2apdd05012012,1
603, display.product*tlg_0112*gelabdoshaper,1
604, ballerinasandmocassins,1
605, /?t+i9lz8lq8mus0kahn4nrpsmx3wpoz5esf&c+lon%2apdd23012012,1
606, display.product*lon_3111*sandaliasluisonofreempelecastanhaecristaisswarovski,2
607,/ljv-contacts?t+2y63tc4f4tj8ji97wbw2xsjqe3h83k3h&c+ljv%2apdd25012012,1
608, display.product*lon_2136*botasluisonofreenpielconpespuntosymetal,1
609, display.product*pls_0065*sandaliasnoitedesonhoemprateadocombirlhantes,2
610, display.product*lon_1053*sandaliasflatluisonofreempelesoftazulganga,8
611,display.product*lon_4207*botascavaleiroempelepreta-luisonofre,3
612,display.product*ljv_0242*supermotard49cc-mini-mota,2
613, display.product*lon_4502*botairiscomstilettodouradoluisonofre,63
614, intro,1
615,nuncamaispercaassuaschaves!,2
616,primavera/verao,4
617, display.product*lon_3003*pumpemcetimpreto,1
618, orderonline*ljv_0185*link4,4
619, 4214,2
620, display.product*frz_0016*botinspiedra-latinas,2
621, 0093,1
622, confortoextremo,1
623,/lon-contacts,1
624, /?gclid+cndfumkr3a0cfrihtaod4t4t2a,1
625,productlegend*ljv_0048*link5,1
626,pddtitle*ljv_0414*link2,9
627, /botas/botas-de-salto/botas-em-camurca-verde-e-laco-lateral-luis-onofre.html,1
628, display.product*sam_1002*sammiesdreamsbackpackteddys-mochilateddys,1
629, /sales/order/view/order_id/2678/,1
630, cart.addproduct*ljv_0508*11.9000,1
631, /?gclid+cki0iddu0q0cfeshtaodsblwsa,1
632, display.product*lon_4500*botasempelecastanhochocolate-luisonofre,14
633, corpo,1
634, display.product*tlg_0050*voilehidratante,3
635, /?t+aubevv0ab99h3be6wok65vqgoz7lqi73&c+lon%2apdd25012012,1
636, display.product*ljv_0185*relogioledcomprojeccao,21
637, remove*sko,1
638, display.product*muu_0097*cintolargoempeledevacatexturadacamel,1
639, /?t+uon0wydpb4b9orlrnvsqhpcbitzl9d1t&c+lon%2apdd19012012,1
640, display.product*lon_4103*botinsempelecameledetalhesdourados-luisonofre,45
641, display.product*tlg_0305*cremesilicio,2
642, display.product*lon_4013*pumpsenpielbeigeytaconstilleto-luisonofre,3
643, display.product*ljv_0463*recargaspararobotvirobidavileda,1
644, cremecontornoolhos,1
645, /?gclid+coob34lq0q0cfcsktaoddmw8lg,1
646, display.product*tlg_0072*fluidohidratanteultra-matificante,1
647, 3408,1
648,display.product*lon_1026*sandaliasluisonofreemcetimvermelho,1
649, display.product*lon_3300*sandaliasdecunhaemcetimecristaisswarovski,6
650, display.product*ljv_0001*rovio-secondedtionrobot-webcammoveldawoowee,4
651, /?gclid+cjybluir3a0cfuvtfaodzlr5mw,1
652, 4401,1
653, display.product*chk_0001*botasemelasticopretas,1
654, lapiseiras,2
655, pelecastanhaecristaisswarovski,1
656, gamasolar,1
657, 3405,1
658, order.finalized*300001325*order.subtotal*204.00,1
659,display.product*lon_4015*pumpsenpielbeigeydetallesdorados-luisonofre,1
660, display.product*hrl_2041*botinsbordeauxcomdobraemcamurca-florencefresh,1
661, newsletter.subscription*pilarcancio@telefonica.net,1
662,lacoefivela,8
663,pddimage*ljv_0459*link3,4
664, /?gclid+co3t5_pbxa0cfuqmfaoddnzg-w,1
665, ljv_0529,1
666, lon,30
667,paulobrandao,1
668, display.product*lon_4116*botinesopentoeenpielpiton-luisonofre,8
669, lon_2125,126
670, /?gclid+cofr0qyb1k0cfquofaoddwbzlg,1
671, display.product*lon_2144*botascavaleiroluisonofreempelecastanhacombordado,6
672, lon_4401,60
673, display.product*cdz_0001*sapatosabotinados-codizo,1
674, cart.addproduct*eas_0204*254.0000,1
675, lc24,1
676, display.product*hrl_2035*botinscamelcomaplicacaodefivelas-daphnedutch,1
677,pddimage*ljv_0033*link3,1
678, /customer/address/edit/id/18081/,1
679, display.product*sam_0075*ppcabincollectionbeautycase-verde,1
680,orderonline*ljv_0528*link4,4
681, 4212,2
682, 3089,1
683, newsletter.subscription*fabianapaulo@gmail.com,1
684, orderonline*ljv_0528*link4,8
685, mota,2
686,pddtitle*ljv_0125*link2,1
687,display.product*lon_4103*botinsempelecameledetalhesdourados-luisonofre,3
688, display.product*gls_0074*anelcoleccaomama,1
689, display.product*pls_0049*sandaliasdeplataformacomaplicacaodelacoemcetim,1
690, cart.addproduct*ljv_0296*96.9000,1
691,display.product*ljv_0237*motaskyteam?v-raptor?125areplicadavanvan,1
692,display.product*lon_4105*botinsempelecomefeitocruzado-luisonofre,1
693, display.product*lon_1113*sandaliasbootieluisonofreemcamurcamarinhoeniquel,3
694,display.product*lon_4016*stilettosengamuzadepielydetallesdorados-luisonofre,2
695, productlegend*ljv_0185*link5,9
696, jogos,32
697,display.product*lon_4508*botaempelecastanhamogno-luisonofre,6
698, cart.addproduct*ljv_0503*11.9000,1
699, display.product*ljv_0047*sabredeluzjediazul(tipotorch)-starwars(jedi),5
700, paginacontactos,8
701, 4010,2
702,lon_4004,15
703, display.product*lon_4211*botasdegomaencolormarronchocolate-luisonofre,1
704, ultramate,1
705, display.product*ljv_0462*robotvirobidavileda,11
706, cart.addproduct*ljv_0070*14.9000,1
707, display.product*ljv_0459*helicopterotelecomandadoatravesiphones3&4,1
708, display.product*ljv_0017*lanchasuperrapida-30km/h,2
709, display.product*ljv_0280*microfonegsm220v-oucatudoatravesdeumafichatripla,3
710, 4502,2
711, display.product*lon_3210*sandaliasflatluisonofreempeleeaplicacaodecristaisswarovski,5
712, display.product*lon_4119*botinsempeletexturadapitoncomefeitocruzado-luisonofre,44
713, display.product*lon_3208*sandaliasflatluisonofreempelecomaplicacaometalicaelacoemcetimecristaisswarovski,3
714, order.subtotal*158*order.incrementid*500000079,1
715, adelgacar/anti-celulitico,4
716,display.product*ljv_0273*dvrwi-ficcdquadro-osistemadegravacaonumapecadedecoracao,1
717, /userfiles/file/sistema_dvr_4_camaras/user%20manual.pdf,1
718, /sales/order/view/order_id/2921/,1
719, 4503,2
720,display.product*aun_0025*malahunterjuddbig-castanha-auntsanduncles,1
721, 1090,1
722, display.product*lon_3209*sandaliasflatluisonofreemcetimtaupe,2
723, display.product*lon_3501*mocassinsluisonofreempeleazulescura,5
724, display.product*cdz_0002*sapatosroxos-codizo,1
725, /?gclid+cib_0zzr0k0cfuwmtaodmggjmq,1
726, display.product*lon_3301*sandaliasdecunhaluisonofreempele,3
727, 400,2
728, order.finalized*300001248*order.subtotal*214.00,1
729, 4121,2
730,led,1
731, /customer/account/index/?___store+stx,2
732, display.product*lon_4314*bolsoengamuzadepielverdeseco-luisonofre,6
733, display.product*ljv_0287*pv900gravador-osistemadevigilanciaocultonotelemovel,2
734,display.product*lon_1053*sandaliasflatluisonofreempelesoftazulganga,1
735, /lon-legal,14
736, display.product*tlg_1004*infusaopernaslevesbio,1
737, display.product*tlg_0302*cremehialuronico,3
738,botasdesalto,6
739, order.finalized*1500000460*order.subtotal*59.90,1
740, display.product*ljv_0036*iwings-aaeronavefuturista,1
741,display.product*ljv_0459*helicopterotelecomandadoatravesiphone3/4/4s,11
742, display.product*ljv_0179*refrigeradordevinhosinteligentewiki-indica-lhequalatemperaturaidealparacadatipodevinho,2
743, order.finalized*200000373*order.subtotal*149.90,1
744,display.product*ljv_0203*aquariocom4fundosaescolha-spacetank,1
745, /botins/botim-em-pele-croco-bordeaux-luis-onofre-10318.html,2
746,display.product*ljv_0297*bracorobotico,1
747, display.product*ljv_0292*spycobradeluxe-novidadeagoracom4gb,5
748, display.product*lon_3413*sabrinasluisonofreemcetimcomplumasecristaisswarovski,10
749, order.finalized*300001281*order.subtotal*214.00,1
750, impermeavel,1
751, order.finalized*200000378*order.subtotal*90.68,1
752,display.product*lon_3111*sandaliasluisonofreempelecastanhaecristaisswarovski,1
753, display.product*ljv_0089*atv110ccmotor-110cc(4tempos,1
754,spy,6
755, order.subtotal*259*order.incrementid*1500000457,1
756,display.product*eas_0103*botimroxo-egidioalves,1
757, botins,126
758,display.product*lon_4006*pumpsempelecrocobordeauxluisonofre,1
759, display.product*lon_4115*blackleatherbootieswithmetallicdetails-luisonofre,5
760, pddimage*ljv_0414*link3,33
761, display.product*lon_4009*stilettosemcamurcacremeedetalhesdourados-luisonofre,20
762, order.finalized*300001338*order.subtotal*142.00,1
763, orderonline*ljv_0345*link4,6
764, /?gclid+clud6ym7wa0cfquofaodhyal_w,1
765, /lon_en-contacts,3
766, display.product*lon_3502*mocassinsluisonofreempelepreta,5
767, display.product*lon_3507*mocassinsluisonofreempelepretaecristaisswarovski,2
768, sam_1012,1
769, egidioalves,19
770, home,5
771, display.product*ljv_0171*cobertorcommangassuperquentinho-hugzdeluxe,3
772, esfoliante,1
773, crianca,9
774, display.product*ljv_0390*tapeteaspaceinvadersa-otapeteretromaisoriginal!,1
775, /sam-about-us,2
776, display.product*lon_3109*sandaliasluisonofreenpielytejidodesargacondetalleenmetal,2
777, display.product*hrl_2037*botaspretascomfivelas-evelynequip,1
778, 1378,1
779, display.product*bll_0003*bikinicompletocai-cailuabellaembrancoepadraoazul,1
780,compan/tilt,1
781, display.product*pls_0046*sapatosestilopumpemvernizpreto,1
782, pumpsandbootties,1
783, /?gclid+cm3szyauua0cfquofaoddvv1tg,1
784, cart.addproduct*ckl_0014*97.0000,1
785,display.product*lon_4314*malaemcamurcaverdeseco-luisonofre,2
786, 4207.,1
787, display.product*ljv_0316*rsfemisapien-aroboticaaoservicodaeleganciaegentileza,1
788,productlegend*ljv_0031*link5,1
789,plumasecristaisswarovski,2
790, lcdgopro,1
791, /?gclid+cj_ftoc60q0cfvblfaoddhrplq,1
792, display.product*lon_3700*botasopentoeluisonofreemgangaecristaisswarovski,3
793,pddimage*ljv_0530*link3,25
794, order.finalized*300001336*order.subtotal*152.00,1
795, display.product*ljv_0055*relogioanalogicodediscosamareloepreto-01theone,2
796, display.product*hrl_2012*botinsnacorpretacomtirasetaxas-evelyneccle,1
797,display.product*eas_0011*sapatoamarelo-egidioalves,1
798,display.product*ljv_0261*mesadepokeroctogonal2em1parapokereblackjack,1
799, display.product*sbt_0002*botacanoaltopreta-sambapati,1
800, display.product*lon_4004*pumpsempelecrococastanho-luisonofre,71
801, display.product*ljv_0363*scooterelectricae-max110s-mobilidadeelectricadealtaperformance,3
802, display.product*ljv_0006*receptore-beamparaapresentacoesinteractivas-luidia,2
803, /?t+ajfr053s8s2m5kelg40lpykoaytvmopc&c+lon%252apdd19012012,1
804, display.product*ljv_0633*rimaxipcam7200,2
805, productlegend*ljv_0529*link5,10
806,eandroid,48
807, display.product*lon_1017*sandaliasbootieluisonofreemcamurcacinzaeniquel,2
808, /?t+78va3a84lmj9mo83hm3jnaqouosb8dfl&c+ljv%2apdd10012012,1
809,botties,1
810, /?gclid+cpcz8ocivq0cfujitaodgec8ag,1
811,display.product*pbr_2012*botinsemcamurcapretaeazulcomlaco,1
812, display.product*sam_0003*cosmolitespinner61cm-prateada,1
813, 4305,1
814, display.product*lon_3006*pumpsabertosluisonofreemcetimperolaecristaisswarovski,5
815, display.product*lon_7015*sandaliascunhaluisonofreempelebrancaedetalheverde,2
816,outono/inverno2010,9
817, display.product*lon_4301*handbaginvanillafur-luisonofre,1
818, display.product*ljv_0472*camaracontour+,7
819, display.product*pls_0062*sandaliasmini-plataformacomtirascruzadas-rosa,1
820, display.product*lon_4009*stilletosengamuzadepielcolorcremaydetallesdorados-luisonofre,8
821, display.product*ljv_0002*lanternaparamergulho-ate30metrosprofundidade,2
822, display.product*sam_0055*fliteyoungupright64cm-preto,1
823, 3112,1
824,pddtitle*ljv_0529*link2,6
825, miguelvieira,1
826, pedro,1
827, display.product*lon_1028*sandaliasluisonofreemcamurcaazulintenso,8
828, cavius,1
829, orderonline*ljv_0464*link4,3
830, display.product*cdz_0007*botascanoaltografitte-codizo,2
831,display.product*ljv_0185*relogioledcomprojeccao,11
832, display.product*lon_3203*sandaliasflatluisonofreempelecomaplicacoesdebotoesepedras,3
833, /lon_en-legal,1
834,deporta,4
835, display.product*lon_3207*sandaliasflatluisonofreempelemelemetaldourado,5
836, display.product*ljv_0518*conversorreceptortdtmpeg4hd,4
837, display.product*ljv_0934*lanternadeemergenciac/ferramentas,4
838, difusor,1
839, display.product*pls_0041*pumpssuperplataformaemvernizvermelho,1
840, ventreplat,1
841,display.product*ljv_0021*relogiomp4c/radio-visualizevideosefotografias,8
842, display.product*lon_2125*botasluisonofreenpieltaupeytaconesdemadera,1
843,/customer/address/edit/,1
844, display.product*lon_3210*sandaliasplanasluisonofreenpielydetallesdecristalesswarovski,1
845, 4213,1
846, hrl_2009,1
847, botao,1
848, display.product*tlg_1022*oceasveltcontrol-sos-suplementoalimentar,2
849, display.product*ljv_0441*hdhero2-motorsportedition,6
850, pddimage*ljv_0529*link3,27
851, tripod,1
852, bateriaroo,1
853, display.product*eas_0007*sapatopretocomaplicacaometalicaeswarovski-egidioalves,3
854, 4116,2
855,azuleverde,1
856,relogio,1
857, /?t+ee4oi9i9jvzoeo00kax0261w88fdw0ck&c+ljv%2apdd11012012,1
858, /?gclid+cmarxeah-k0cfvritaodihilqw,1
859,display.product*ljv_0529*focoprojector1led12w12vc/ofertadetransformador220v,2
860, /tlg-contacts,1
861, precododia,1
862, 4504,1
863,display.product*lon_4102*botinsempelecastanhaecristaisdeswarovskiepelo-luisonofre,1
864, display.product*lon_4007*leatherpumpswithswarovskicrystalsflowerapplication-luisonofre,4
865, display.product*lon_1004*pumpsopentoeluisonofrepitoncastanho,1
866, display.product*sam_0054*fliteyoungupright64cm-azulao,2
867,estilo,3
868,display.product*lon_3507*mocassinsluisonofreempelepretaecristaisswarovski,1
869, display.product*ljv_0350*carrodecorridamovidoaenergiasolar-solarpoweredracingcar,2
870, /?gclid+cnyr3_kb8a0cfuntfaod3ntarq,1
871, display.product*lon_2140*botasluisonofreenpielnegracondetalledeunlazo,1
872, /sandalias_luis_onofre_em_verniz_azul_ceu_com_aplicacao_em_ni/prod1485.html,1
873, /?gclid+cplvua2eyk0cfuupfaod106ghq,1
874, display.product*lon_4500*botaenpieldecolormarronchocolate-luisonofre,3
875, display.product*tlg_0040*esfoliantefraicheur,1
876, /botas/botas-rasas-e-cavaleiro/botas-em-pele-preta-e-detalhe-cruzado-luis-onofre.html,1
877, wedgeheelsandals,3
878, order.finalized*200000400-1*order.subtotal*174.80,1
879,$$,1
880, /?gclid+cocyko7uyk0cfvgkfaodna8ujq,1
881, aneis,4
882, display.product*ljv_0122*powerballblueneoncomcontadorderotacoes,1
883, display.product*lon_4013*camelleatherpumpswithgoldenstiletto-luisonofre,2
884, cart.addproduct*eas_0201*267.0000,1
885,display.product*sam_1011*sammiesdreamsbackpackelephants-mochilaelefantes,1
886, /,2
887, temperatura,1
888, estrelas,1
889, display.product*lon_4000*opentoesengamuzadepielcremaydetallesdorados-luisonofre,4
890, display.product*sam_0104*funnyfacesdipsybackpackm-abelha,1
891, /sales/order/view/order_id/2741/,1
892, /customer/account/logoutsuccess/,16
893, /muu-brand,1
894,display.product*frz_0016*botinspiedra-latinas,1
895, /lon-contacts?t+cmm85ju5s3xwpfh8h3xnsp1577euicmy&c+lon%2apdd27012012,1
896, productlegend*ljv_0021*link5,7
897, /?gclid+cnnhitg70k0cfbihtaodshaikw,1
898, resurf,1
899, display.product*lon_4401*blackballerinaswithswarovskicrystalflower-luisonofre,2
900, display.product*lon_4102*botinsempelecastanhaecristaisdeswarovskiepelo-luisonofre,12
901, cart.addproduct*ljv_0499*11.9000,1
902, orderonline*ljv_0524*link4,4
903, display.product*lon_4217*taupeleatherridingboots-luisonofre,1
904, 1038,2
905, display.product*ckl_0011*botinskande-calvinklein,9
906, /sam-contacts,2
907, display.product*tlg_1015*oceaskinpelessecas-suplementoalimentar,1
908, display.product*lon_4314*handbagingreensuede-luisonofre,2
909, /?gclid+cj2alssvxq0cfuvtfaodmzkahw,1
910, cart.addproduct*ljv_0224*9.9000,2
911, display.product*ljv_0354*luzdeentradasolar-iluminacaocomplacasolar,3
912,display.category*homepage,64
913, /?t+a22gq2lip3tqyqwz8zvoioro2g1iaxn5&c+lon%252apdd06012012,1
914,display.product*lon_2125*botasluisonofreempeletaupeesaltosemmadeira,15
915, display.product*ljv_0057*aquarioparaformigas-antworks,2
916, cart.addproduct*ljv_0072*5.9000,1
917, display.product*lon_4120*botinesenpielmarronchocolate-luisonofre,1
918, display.product*ljv_0230*noxoniradiodaterratecsintonizadorwirelessderadioon-line,1
919, display.product*ljv_0345*adaptadoruniversalparatorneira-poupeaguaeevitecontaminacoes,39
920, notas,1
921, display.product*ljv_0024*relogiobinariokeralatrancebracelet,1
922, 3205,1
923, display.product*lon_1008*sandaliasluisonofreempelecastanhocafe,1
924,display.product*pls_0042*stiletoscamel-pleaserusa,1
925, display.product*frz_0017*sapatosabotinadoscomsolaemborracha-furiezza,6
926,newsletter.subscription*martavarandas@gmail.com,1
927,indicacaodetemperaturaehumidade,1
928, order.subtotal*149.9*order.incrementid*200000334,1
929, order.finalized*300001303*order.subtotal*185.00,1
930, /?t+i9lz8lq8mus0kahn4nrpsmx3wpoz5esf&c+lon%2apdd31012012,1
931, order.subtotal*154.9*order.incrementid*200000400,1
932, kenia,1
933, display.product*ljv_0145*drivemocion'drivingledemoticon'-expresseassuasemocoesenquantoconduzdaformamaisoriginal,1
934, order.finalized*300001334*order.subtotal*126.00,1
935, display.product*ljv_0348*bicicletaelectricaeco500compedais,3
936, pre-solar,1
937, display.product*tlg_0007*exfoliantedescomask,1
938, display.product*ljv_0296*bateriaparaoroomba-serie500,1
939, display.product*sam_0137*aramon2laptopsleeve13,1
940, order.finalized*300001352*order.subtotal*173.00,1
941, display.product*ljv_0059*medidordealcooldigital,1
942,display.product*lon_4111*botimempelepitonpreta-luisonofre,8
943, display.product*lon_4006*pumpsempelecrocobordeauxluisonofre,28
944, display.product*lon_4118*intensebluesuedebootieswithgoldendetails-luisonofre,4
945, display.product*ljv_0524*conversortdtmpeg4sdscart,20
946, hidratar/nutrir,3
947,soutiens,1
948, display.product*ljv_0041*carrotelecomandadorctruggy-podecorrercontraorcbuggy!,1
949, muu,1
950,display.product*ljv_0117*powerballregular,1
951, display.product*lon_1117*vestidoverdesecodesfileprimavera/veraoluisonofre,4
952,azulepretocomsaltogrosso,1
953,/lon_es-about-us,1
954, display.product*lon_4212*botasempelepretaedetalhesdouradosluisonofre,31
955,pddimage*ljv_0414*link3,15
956, display.product*ljv_0282*mini-camarac/irleds-paravisualizacaonocturna,3
957, display.product*lon_7053*chapeuluisonofreverdeesmeralda,1
958, newsletter.subscription*marciaguedes78@gmail.com,1
959,aformamaisfacildeplantararvores,4
960, /?gclid+cpwctoc-0k0cfuhrfaodu0zana,1
961, display.product*pbr_2006*pumpscamurcacastanhaeazul,4
962, display.product*pbr_3071*botinsemcamurcabordeauxesaltostiletto-paulobrandao,8
963, softwareasaservice,1
964, display.product*lon_4403*vannilaleatherballerinaswithswarovskicrystals-luisonofre,3
965, gopr,1
966, /botins/botim-em-pele-croco-bordeaux-luis-onofre-10331.html,2
967, display.product*ljv_0215*camaraherogopromotorsporthd-highdefinitionate60mdeprofundidade-ofertadecartaode32gbclasse10,3
968, cart.addproduct*lon_4006*150.0000,1
969,apontamentodouradoesaltostiletto,8
970, /?gclid+cjjfnqvrtk0cfyiltaodvvkjta,1
971, aluronio,1
972, display.product*lon_2476*capaparaipademvison-luisonofre,2
973,display.product*lon_4011*pumpsempelebegeluisonofre,1
974, display.product*lon_4114*botinsdecunhaemcamurcapretaedetalhesdourados-luisonofre,6
975, display.product*sam_0142*luggagetags-identificadoresdebagagem,1
976, display.product*ljv_0127*ridehero-acessoriogoproidealparabicicletas,1
977, display.product*tlg_0109*soroanti-bolsaseanti-olheiras,2
978, display.product*lon_4509*bootwithgoldenstiletto,1
979, order.finalized*300001247*order.subtotal*134.00,1
980, elasticos,3
981, display.product*ljv_0104*cordaparadarfuncionamentoapowerball,1
982, thalgosculpt,1
983, display.product*lon_4015*pumpsempelebegeedetalhesdourados-luisonofre,5
984, display.product*lon_3412*sabrinasluisonofreempelecomtexturapiton,11
985, display.product*pbr_2031*botasempelecastanhomelcomtirasesaltostiletto,1
986, display.product*lon_4014*opentoesinirisleather-luisonofre,3
987,adelgacar/refirmar,1
988, display.product*hrl_2043*sapatoscamelcomaplicacaoempele-evelynepsom,2
989,/lon-legal,1
990, display.product*lon_4506*botasdecunhacomcanoempelo-luisonofre,27
991, display.product*chk_0003*sandaliasmedusaemcreme-chk10,3
992,/catalog/products.php?cat+6&gclid+cifhy9jyxq0cfquofaodyjflgg,1
993, display.product*pbr_2024*botasempelevintagecastanhorosado,3
994, display.product*lon_4305*bolsoenpieltexturadanegra-luisonofre,1
995, order.finalized*1500000468*order.subtotal*254.00,1
996, /botas/botas-de-cunha-com-cano-em-pelo-luis-onofre.html,2
997, /checkout/cart/index/,2
998, display.product*lon_3000*pumpsluisonofreempeledepitonverde,4
999, display.product*hrl_2033*botasharlotcastanhascomsaltosemmadeira-tamsintila,7
1000, order.finalized*1500000483*order.subtotal*50.00,1
1001, mlb,1
1002, display.product*lon_4215*botasenpielnegraydetallecruzado-luisonofre,1
1003, fluidohidratante,1
1004, 4114,1
1005, display.product*lon_2125*luisonofretaupeleatherbootswithwoodenheels,5
1006, /lon-contacts?t+tz1xxbi5eld8amydrkj3v3z6lkgsqitx&c+lon%2apdd25012012,1
1007, 1102,1
1008,display.product*lon_4507*botaempelecinzenta-luisonofre,5
1009, cart.addproduct*lon_4115*152.0000,2
1010, display.product*lon_4506*wedgebootswithfur-luisonofre,3
1011,/botas/botas-de-cunha-com-cano-em-pelo-luis-onofre.html,1
1012, display.product*lon_4402*blackballerinaswithswarovskicrystals-luisonofre,1
1013, order.finalized*300001277*order.subtotal*224.00,1
1014, display.product*lon_4212*blackleatherbootswithgoldendetails-luisonofre,2
1015, display.product*pls_0060*sandaliasmini-plataformasvermelhascompedrinhasbrilhantes,1
1016, display.product*lon_4012*opentoesengamuzadepielazulintensoydetallesdorados-luisonofre,15
1017, alarme,1
1018, lon_4004,112
1019, outrosmuu's,6
1020,display.product*lon_4505*botaempelepiton-luisonofre,3
1021, order.finalized*200000377*order.subtotal*79.70,1
1022, display.product*ljv_0205*playingcards-baralhodecartasmarcado,2
1023, display.product*ljv_0460*detectordenotasfalsas,1
1024, display.product*ljv_0495*kitciencia-fuelcellcar,8
1025, /stx-about-us,3
1026, display.product*gls_0184*colarcoleccaofresh,1
1027,ipodtouch,48
1028,display.product*ljv_0313*robotcorta-relval-50deluxe-oseujardimsemprebonito,1
1029, display.product*lon_3100*sandaliasluisonofreempelerosacomaplicacaometalicaepluma,6
1030, display.product*lon_7020*sandaliasluisonofreemvernizazulceu,4
1031, lcd,1
1032,display.product*lon_2146*botasrasasluisonofreempelecanomuitoalto,2
1033, /sales/order/view/order_id/2699/,1
1034, display.product*pls_0034*sandaliasplataformavermelhointenso,1
1035,lon,3
1036, /?t+ve3m58h0nz40lkg5hsws69qpotjfdtma&c+lon%2apdd23012012,1
1037,display.product*lon_4118*botinsemcamurcaazulintensoedetalhesdourados-luisonofre,3
1038, display.product*ljv_0435*roomba780-onovotopodegama!,3
1039, /sales/order/view/order_id/2621/,1
1040,viagemflexivel,2
1041, 4107,2
1042,sandalias,1
1043, 4000,2
1044,mocassins,1
1045, chasesuplementos,2
1046, newsletter.subscription*mceualbuquerque@gmail.com,1
1047, newsletter.subscription*semiramis777@hotmail.com,1
1048, display.product*lon_4003*pumpsengamuzadepielnegraystiletodorado-luisonofre,8
1049,display.product*lon_4118*intensebluesuedebootieswithgoldendetails-luisonofre,1
1050,velas,1
1051, ckl,1
1052, display.product*lon_4013*pumpsempelebegeesaltostiletto-luisonofre,38
1053, display.product*eas_0001*sapatozebra-egidioalves,4
1054, robots,48
1055, display.product*rev_0036*bodyiaraempreto,1
1056, display.product*lon_1115*vestidoazulacinzentadodesfileprimavera/veraoluisonofre,2
1057, display.product*hrl_2039*botinscinzacomefeitobordado-monicamarble,1
1058,display.product*lon_4503*botasenpielmiel-luisonofre,1
1059, camara,1
1060, display.product*tlg_0042*ecumed'eaunettoyante,1
1061, display.product*ljv_0225*infocusin80-aexperienciadocinemahdemsuacasa,6
1062,lon_4509,1
1063, 4508,2
1064, display.product*lon_4215*botasempelepretaedetalhecruzadoluisonofre,10
1065, display.product*shl_0001*maryjanes-shelly'slondon,2
1066, display.product*tlg_0039*locaotonicafraicheur,1
1067, /catalog/products.php?cat+7,1
1068, /customer/address/new/,2
1069,productlegend*ljv_0464*link5,3
1070, /?gclid+ckfutbur3a0cfvblfaoddhrplq,1
1071, display.product*jat_0091*conjunto'tracos'-pratosrasos(6unidades),2
1072, mini-plataformas,2
1073, 4012,2
1074, 4105,2
1075, /tag/customer/,3
1076, sam,4
1077, display.product*tlg_0012*leitehidratantesuavizante,1
1078, /?t+j5thflv2l5wauchpjeks7ow5qd5zsg7i&c+ljv%2apdd25012012,1
1079,sitehrevo,1
1080,display.product*lon_4100*botinsemcamurcaverdeedetalhesdourados-luisonofre,3
